repo,status,target_date,commit,commit_date,previous_head
"git-nodes-test","checked_out","2026-06-28","4a658f038ccaf1a4a4b2eebb36684087503b42bb","2018-02-20T16:34:53+01:00","4a658f0"
"github-pullrequest-filter-plugin","checked_out","2026-06-28","8b8d4b340f65057243c0626d469d309ca4c588e8","2026-06-02T17:47:36Z","ddecda6"
"incubator-livy","checked_out","2026-06-28","f20827e83fff11f438449031b9abe1ca07983ae2","2021-08-05T14:46:38Z","f20827e"
"knime-activelearning","checked_out","2026-06-28","b147609e2fcb4c5f7a663266ae9228de16a005b8","2026-04-01T11:37:05+02:00","09e8fcb"
"knime-ap-batch","checked_out","2026-06-28","1b873b558ad0d0fc040a5c8c1b389244a0e941e3","2026-02-12T11:51:42+01:00","1b873b5"
"knime-aws-services","checked_out","2026-06-28","ed74daecf53b9f2e84073a08ee3be2b50ada9d99","2026-04-01T12:00:00+02:00","177574c"
"knime-aws","checked_out","2026-06-28","031d3b3607e0319004042f824af0917c648c844d","2026-04-01T11:57:34+02:00","7076b19"
"knime-azure","checked_out","2026-06-28","b369ecf791c4c7f62ed81a415dad80a424e4d7be","2026-04-01T12:00:00+02:00","c2fbcd8"
"knime-base-expressions","checked_out","2026-06-28","1b059f5dfda1f7c0f7d945b2a90ee5b88616fa27","2026-06-21T18:02:33Z","4da378f"
"knime-base","checked_out","2026-06-28","128393898260d76d7a437b30589c90ac0bc6d0b6","2026-04-01T11:57:16+02:00","532912764"
"knime-bigdata","checked_out","2026-06-28","bec24567fb12be06d879c259ac40f16bab27b7dd","2026-04-01T12:09:49+02:00","9322f9b6"
"knime-buildworkflows","checked_out","2026-06-28","931ca3da33a17302431759b287c6c7dbd6d5dac5","2026-04-01T12:09:46+02:00","cd05622"
"knime-business-hub-public","checked_out","2026-06-28","1214b8a97c1d15df2318a7748d6d2feb76b4ad62","2026-04-13T10:53:55-04:00","11f26f2"
"knime-chemistry","checked_out","2026-06-28","d76015541f3dd62362f54ea0731d4a95651d6616","2026-04-01T12:09:51+02:00","805b18f"
"knime-cloud-aws","checked_out","2026-06-28","5033cd0958a39218fa12c9689bbc1914e98668ab","2022-08-16T08:42:49+02:00","5033cd0"
"knime-cloud-azure","checked_out","2026-06-28","6c2474c888a66a706798dfcfa3ec9b10c0453c9e","2022-08-29T12:33:59+02:00","6c2474c"
"knime-cloud","checked_out","2026-06-28","e5b3a73b951750cc7182d636766bcd430ccbee26","2026-04-01T12:09:48+02:00","366bd2d"
"knime-conda","checked_out","2026-06-28","955983aef6929af9d71b17e509d5300b8a984797","2026-04-01T12:09:49+02:00","c30592a"
"knime-core-columnar","checked_out","2026-06-28","cc17e694279386df49a62d3269653fd49f8a3b44","2026-04-01T12:09:46+02:00","db16fd32"
"knime-core-table","checked_out","2026-06-28","8bbf2a8b7d50e7e088cb15e0d1e23ae32fe8e192","2026-04-01T12:09:49+02:00","69b0a8f"
"knime-core-ui","checked_out","2026-06-28","3c0982b8c49ad7f59f9c7c5d79356a6acc84b5ab","2026-06-21T18:02:39Z","ad6df6ae"
"knime-core","checked_out","2026-06-28","3885b31a49d047401a076981f9bd4c964b4a97a7","2026-04-10T13:06:41+02:00","5487725ad"
"knime-credentials-base","checked_out","2026-06-28","15817e4c71f2a7a42c4585ccdd715d3c37da66f3","2026-04-01T12:09:49+02:00","ef6d4e2"
"knime-database","checked_out","2026-06-28","c4a3356985edf4383ad0a3107658851e6c49fdad","2026-06-21T18:02:37Z","43942fd0"
"knime-deeplearning","checked_out","2026-06-28","36acc134cc23eca68a5f97dcab103f4014d1576c","2026-04-01T12:09:51+02:00","9f4be059"
"knime-designsystem","checked_out","2026-06-28","6c5ac71e5963818d2851b1cfc2950dea9e7fb242","2026-05-10T18:04:16Z","f6168a5"
"knime-dev","checked_out","2026-06-28","3fda28c4886b9cbcd54b00da72bed75b9ee9f7d7","2026-04-01T12:09:47+02:00","322b2855"
"knime-dl4j","checked_out","2026-06-28","25df20dc92ac2ae9685f7cabb15c20586addec45","2026-04-01T12:09:49+02:00","c4c0a99"
"knime-email","checked_out","2026-06-28","bc261c3a6bdb0c97f197ddfca9c25614c90036b0","2026-04-01T11:57:34+02:00","d48bf1f"
"knime-ensembles","checked_out","2026-06-28","28806bcbd32d3a9b9209a2ebcb67e3d9d5ab7c36","2026-04-01T11:57:31+02:00","9ef6fb97"
"knime-examples","checked_out","2026-06-28","7684d8b9ad95dc1897e7c95e0261def234c6acd8","2026-04-15T11:08:35+02:00","5347a29"
"knime-excel","checked_out","2026-06-28","42ad78be3e4d3f03a3a68413cf155559c456f6f9","2026-04-01T11:57:25+02:00","f29e468"
"knime-exttool","checked_out","2026-06-28","d79626c3a1e3a01c22c9718c504d5ab5dae82a30","2026-04-01T11:57:32+02:00","9b1c652"
"knime-filehandling-core","checked_out","2026-06-28","2a328654a173fb2526d60ab152ed4ac2f9905d19","2026-04-01T11:57:30+02:00","c7231c1"
"knime-filehandling","checked_out","2026-06-28","ff407cac13f9cbe2b0c06352f32005cd6d741678","2026-04-01T11:57:23+02:00","ace6576"
"knime-gateway","checked_out","2026-06-28","1dbbc1ffd0e469e4a8a1d0b2210adcfaa6f6f30e","2026-04-01T11:57:32+02:00","d8888c47"
"knime-geospatial","checked_out","2026-06-28","3be655d0977c61c68736ddf35c52fe5a77b7a600","2026-04-01T11:57:26+02:00","c3d2902"
"knime-google-wif","checked_out","2026-06-28","7f203b41d9e11b6d67261ebed559037fe855a370","2026-04-01T11:57:33+02:00","9e9d7fc"
"knime-google","checked_out","2026-06-28","aab19f3b1c477d74ed1cdccb5b31fb2263e5bb9a","2026-04-01T11:57:32+02:00","8e7de99"
"knime-hub-secret-store-kes","checked_out","2026-06-28","e88299710a299635dd45faad58ecfc3221cfc4ce","2026-03-20T13:34:45+01:00","0e35341"
"knime-hubclient-sdk","checked_out","2026-06-28","3711a6d7cc7b884be6b8b1e1ceb6a9ef928654d5","2026-04-01T11:57:23+02:00","f86d88d"
"knime-javasnippet","checked_out","2026-06-28","7fade0d36c4cc34507193a76b894517beab0fcc7","2026-04-01T11:57:25+02:00","e39c2ab"
"knime-js-base","checked_out","2026-06-28","538fd4ac4ab5841833324c9579ab587f352cc16e","2026-04-02T14:42:21+02:00","77b92c84"
"knime-js-core","checked_out","2026-06-28","a66d763d780f25833fa3ec0c17a5c0f317a3fdeb","2026-04-02T14:13:27+02:00","8f98a976"
"knime-js-labs","checked_out","2026-06-28","351f7fb8644bbfcb167cb96a3b947a823756a47e","2026-04-02T14:42:23+02:00","5ea99c5"
"knime-js-pagebuilder","checked_out","2026-06-28","cdc12618ecb21f31938b8b982e2252087c50756c","2026-06-21T18:02:39Z","c16c760"
"knime-json","checked_out","2026-06-28","f5b331b138a13abea4e6560394fd7764d38d0166","2026-04-01T11:57:16+02:00","5bf683b"
"knime-kaggle","checked_out","2026-06-28","0824e24bbdcbc60838c23c581850a9815dc17c19","2022-06-23T15:15:04+02:00","0824e24"
"knime-kerberos","checked_out","2026-06-28","7a1c9fbf3eb4f8d8e3477127a16f79e454819938","2026-04-01T11:57:24+02:00","d78a151"
"knime-office365","checked_out","2026-06-28","84a83f9bb3c5f60e33d0b6a6ad78d744af7ab1ef","2026-04-01T11:57:18+02:00","232da2f"
"knime-orc","checked_out","2026-06-28","fda7639cfbc3d8a258ccf819cf1aec52daf8a8fa","2026-04-01T11:57:16+02:00","dd40530"
"knime-plotly","checked_out","2026-06-28","d9c475fa0dcfab349f0401d768b140789ee2e2fe","2026-04-02T08:11:50+02:00","a6068fc"
"knime-powerbi","checked_out","2026-06-28","25f6f6d7b59829026d981e652755e403f1bf0d2d","2026-04-01T11:57:28+02:00","a8b277f"
"knime-product","checked_out","2026-06-28","ceef9ae6c679bff0f35f3f3fe97f332a730c76ec","2026-04-01T11:57:16+02:00","b712702"
"knime-productivity-oss","checked_out","2026-06-28","31697e77738b3088d8dc5f1686892f26c13345df","2026-04-01T11:57:30+02:00","f5646fc"
"knime-python-extension-template","checked_out","2026-06-28","aaed8220e81688d7de22ab6db6dacb1b6b0d76f0","2026-04-08T10:43:07+02:00","ed869b2"
"knime-python-google-ads","checked_out","2026-06-28","9a3eb32b3c8b298de515dd615531e05804445221","2026-03-11T22:20:59+01:00","e0d4791"
"knime-python-legacy","checked_out","2026-06-28","5f354f772462a748ef260b1fbad6c953df4ad4ca","2026-04-01T11:57:23+02:00","06b034d"
"knime-python-llm","checked_out","2026-06-28","94bb06d8007256f393871b594fe431340fb904b9","2026-03-19T15:37:34+01:00","3bb3ca9"
"knime-python-sklearn","checked_out","2026-06-28","27e34babdd12857aa27697bda94a08e636ca09a6","2026-03-11T22:21:01+01:00","2f53987"
"knime-python-types-example","checked_out","2026-06-28","744148c2b774b54b61d3ab196ecd9aa8bc88d2f9","2026-04-15T11:09:52+02:00","dcbe287"
"knime-python-types","checked_out","2026-06-28","bab11b7819e344ce2ab10b4683255a4a5b0d0e9f","2026-04-01T11:57:32+02:00","84cf565"
"knime-python","checked_out","2026-06-28","55d4d534d5bbd9be875c2b6da0980cf23e08bf47","2026-06-21T18:02:34Z","dd376f7b"
"knime-r","checked_out","2026-06-28","2c5e18ac40730c39ca348b3b244dda74fe1c6d9d","2026-04-01T11:57:23+02:00","fcf9ec8f"
"knime-reporting2","checked_out","2026-06-28","07c9cf9937db0ebb6c814f530b0cf0a76be22ce6","2026-04-01T11:57:22+02:00","2cddb70"
"knime-rest","checked_out","2026-06-28","7ab004fdc0635e9df84d94a767f49a79118f2d33","2026-04-01T11:57:16+02:00","18a1dc5"
"knime-salesforce","checked_out","2026-06-28","89cc75eb73c0c39b682ef29481ee99680a611623","2026-04-01T11:57:22+02:00","3f93651"
"knime-scripting-editor","checked_out","2026-06-28","48311739924d4b6511781c172ece966403c4a490","2026-04-01T11:57:28+02:00","7796310"
"knime-sdk-setup","checked_out","2026-06-28","e57ef1087e54ddfe70be93b36c52306a26a413a4","2026-02-10T14:29:53+01:00","e57ef10"
"knime-shared","checked_out","2026-06-28","42fdcf4c8440e5613650ac04969476b74cc63a94","2026-04-02T10:44:14+02:00","8235ad8"
"knime-snowflake","checked_out","2026-06-28","7ff474ccfb842d28f005556580fc63934042b072","2026-04-01T11:57:28+02:00","a60e39e"
"knime-spark-jobserver-utils","checked_out","2026-06-28","d1ed2002b6c2484bd28b8eb61be49f1bd0f2d8b2","2016-06-08T18:17:35+02:00","d1ed200"
"knime-stats","checked_out","2026-06-28","89bc1770eafd5af30b9eb1344e369a105d359651","2026-04-01T11:57:18+02:00","e03a160"
"knime-streaming","checked_out","2026-06-28","b6f94fbdb419fc1f003c32d1c03a53d87f86c813","2026-04-01T11:57:20+02:00","37d6f9a"
"knime-svg","checked_out","2026-06-28","7d1020513b42bf807a12fd216ea901d25003d4c4","2026-04-01T11:57:31+02:00","ae5e23a"
"knime-tensorflow","checked_out","2026-06-28","84e1010f4def28b4248ed52457922f0b647cbbe1","2026-04-01T11:57:25+02:00","93cfe9f"
"knime-textprocessing","checked_out","2026-06-28","30e2121c7afa9af63dff8542173ac0d12a146aa9","2026-04-01T11:57:26+02:00","7183c953"
"knime-timeseries-analysis","checked_out","2026-06-28","3bf46d038a2a408bd74164496a7c7530f39eb7f4","2026-03-11T22:20:56+01:00","92c75d5"
"knime-ui-extension-service","checked_out","2026-06-28","5d890846e0495bde307bf130ddfa44d2cb98c866","2025-08-30T10:53:40Z","5d89084"
"knime-ui-table","checked_out","2026-06-28","113ff4eb18df2322064cb48977dd5d658ec6fc23","2026-06-21T18:02:32Z","1bf276d"
"knime-ui","checked_out","2026-06-28","69fd3c7d1a54582d4d97d86a2d2e1b604c98c607","2026-06-21T18:02:35Z","b0b6d63a8"
"knime-workbench","checked_out","2026-06-28","c94203746f98ab38cccea54e3497d62c9adee9e1","2026-04-01T11:57:18+02:00","5d0c4051"
"knime-xml","checked_out","2026-06-28","963b19769849994956bf4ff4f5dce225d9855d0d","2026-04-01T11:57:25+02:00","5369983"
"knimepy","checked_out","2026-06-28","fc10f3840f80f5625d8c10bedceeda5476fc5096","2020-12-05T17:26:42-06:00","fc10f38"
"replicated-cmx-hub-initialization-workflow","checked_out","2026-06-28","87dd53bebf2847e71bd70639ca785fed27d86d95","2024-11-14T17:52:54+01:00","87dd53b"
"spark-jobserver","checked_out","2026-06-28","e4d3ba90c26a96b182c02362de85f68bb8772818","2018-07-09T15:07:56+02:00","e4d3ba9"
"v-calendar","checked_out","2026-06-28","42fc080117ae3e229b99330236630ceee1b6c127","2025-12-15T10:24:54+01:00","42fc080"
"vue-headless-virtual-scroller","checked_out","2026-06-28","495840eadd068cc0750f9aa8c21f87b7ef68d8fe","2026-06-21T18:02:41Z","edc6cd1"
"vue-virtual-scroller","checked_out","2026-06-28","21c91398ba5e2339ee9798fc8a811a21c002077c","2022-11-28T10:27:29+01:00","21c9139"
"webapps-common","checked_out","2026-06-28","3115e6cbd2e3be58f2ae2ac1b089952902a057f5","2026-04-14T13:20:25+02:00","5fc96099"
